Restaurant_id,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link
781,WOW! Momo,4.1,"Momos, Fast Food, Tibetan",164,"CV Raman Nagar, Bangalore",77.6638971,12.9856596,https://www.zomato.com/bangalore/wow-momo-1-cv-raman-nagar-bangalore/order
782,Narmada Chain of Restaurants,4.3,"Andhra, Hyderabadi, Biryani, North Indian, Chinese, Beverages",1668,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/narmada-chain-of-restaurants-koramangala-5th-block-bangalore/order
783,Sharief Bhai,3.8,"Biryani, Mughlai, Kebab, Afghan, Street Food, Beverages, Desserts",4116,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/sharief-bhai-bommanahalli-bangalore/order
784,Subway,4.3,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps",501,"Bangalore Central, JP Nagar, Bangalore",77.5922463,12.9165004,https://www.zomato.com/bangalore/subway-2-jp-nagar/order
785,EatFit,4,"Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages",78100,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/eatfit-indiranagar-bangalore/order
786,Theobroma,4,"Bakery, Desserts, Beverages",0,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/theobroma-sarjapur-road-bangalore/order
787,Faasos - Wraps & Rolls,4,"Rolls, Wraps, Fast Food",1006,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/faasos-wraps-rolls-1-marathahalli-bangalore/order
788,Gopaljee Cafe,4,"Street Food, North Indian",1192,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/gopaljee-cafe-brookefield-bangalore/order
789,Behrouz Biryani,4,"Biryani, Kebab, Hyderabadi, Lucknowi",4667,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/behrouz-biryani-kammanahalli-bangalore/order
790,Leon's Burgers & Wings,4.1,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages",13100,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/leons-burgers-wings-electronic-city-bangalore/order
791,Kanti Sweets,4.4,"Mithai, Street Food",2454,"Varthur Main Road, Whitefield, Bangalore",77.7471103,12.9413238,https://www.zomato.com/bangalore/kanti-sweets-varthur-main-road-whitefield-bangalore/order
792,EatFit,4.1,"Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages",1457,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/eatfit-koramangala-7th-block-bangalore/order
793,Kabab Magic,3.8,"North Indian, Kebab, Hyderabadi, Mughlai, Chinese, Rolls",23400,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/kabab-magic-btm/order
794,KFC,3.7,"Burger, Fast Food, Biryani, Desserts, Beverages",4307,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/kfc-8-btm-bangalore/order
795,Paakashala,4.2,"South Indian, North Indian, Chinese, Biryani, Street Food, Beverages",747,"Ulsoor, Bangalore",77.6246697,12.9778793,https://www.zomato.com/bangalore/paakashala-ulsoor-bangalore/order
796,Empire Restaurant,3.9,"North Indian, Biryani, Kebab, Chinese, South Indian, Mughlai, Beverages",60300,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/empire-restaurant-kammanahalli/order
797,McDonald's,4,"Burger, Fast Food, Beverages",18300,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/mcdonalds-brookefield/order
798,MOJO Pizza - 2X Toppings,4.2,"Pizza, Fast Food, Desserts, Beverages",5426,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-2-whitefield-bangalore/order
799,New Udupi Grand,4.2,"South Indian, North Indian, Street Food, Beverages, Chinese, Shake",27400,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/new-udupi-grand-hsr/order
800,BOX8 - Desi Meals,4.2,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages",9602,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/box8-desi-meals-whitefield-bangalore/order
801,Burger King,4,"Burger, Fast Food, Beverages, Desserts",20200,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/burger-king-sarjapur-road-bangalore/order
802,Shanmukha,3.9,"Biryani, Andhra, North Indian, Chinese, Seafood",40000,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/shanmukha-marathahalli/order
803,Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.3,"Ice Cream, Desserts",295,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-9-marathahalli-bangalore/order
804,Five Star Chicken,4,"Roast Chicken, Burger, Fast Food, Wraps",447,"Ejipura, Bangalore",77.6269144,12.945245,https://www.zomato.com/bangalore/five-star-chicken-ejipura/order
805,Subway,3.7,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps",2164,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/subway-indiranagar/order
806,Barbeque Nation,3.6,"Street Food, Mughlai, Biryani, North Indian, Desserts, Beverages, Bar Food",1270,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/barbeque-nation-sarjapur-road-bangalore/order
807,Beijing Bites,3.8,"Chinese, Thai, Seafood, Healthy Food, Sichuan",5175,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/beijing-bites-sarjapur-road/order
808,Pizza Hut,3.6,"Pizza, Fast Food, Desserts, Beverages",2098,"MG Road, Bangalore",77.6067902,12.9755264,https://www.zomato.com/bangalore/pizza-hut-mg-road-bangalore/order
809,Lassi Shop,4.1,"Beverages, Fast Food, Burger, Shake, Juices, Ice Cream, Desserts",1526,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/lassi-shop-jp-nagar/order
810,Chinese Wok,3.4,"Chinese, Momos, Sichuan",722,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/chinese-wok-sarjapur-road-bangalore/order
811,Arogya Ahaara,3.9,South Indian,5185,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/arogya-ahaara-hsr/order
812,Polar Bear,4.4,"Ice Cream, Beverages, Shake",5255,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/polar-bear-marathahalli/order
813,McDonald's,4,"Burger, Fast Food, Beverages",2525,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/mcdonalds-1-bellandur/order
814,Meghana Foods,4.1,"Biryani, Andhra, North Indian, Seafood",63300,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/meghana-foods-marathahalli-bangalore/order
815,Paakashala,4.2,"South Indian, North Indian, Chinese, Juices, Beverages, Shake",2932,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/paakashala-indiranagar-bangalore/order
816,Narmada Chain of Restaurants,4.3,"North Indian, Biryani, Chinese",327,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/narmada-chain-of-restaurants-marathahalli-bangalore/order
817,California Burrito,4.2,"Mexican, Fast Food, Beverages",7983,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/california-burrito-indiranagar/order
818,Thalassery Restaurant,3.4,"Kerala, North Indian, Chinese, Lebanese, Biryani, Ice Cream, Beverages",2543,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/thalassery-restaurant-hsr-bangalore/order
819,NH1 Bowls - Highway To North,4.3,North Indian,300,"Seshadripuram, Bangalore",77.5753419,12.9931876,https://www.zomato.com/bangalore/nh1-bowls-highway-to-north-seshadripuram-bangalore/order
820,Amma's Pastries,4.3,Bakery,486,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/ammas-pastries-indiranagar/order
821,BOX8 - Desi Meals,4.3,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages",12100,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/box8-desi-meals-new-bel-road-bangalore/order
822,Pizza Hut,3.7,"Pizza, Fast Food, Desserts, Beverages",5970,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/pizza-hut-indiranagar/order
823,Leon's Burgers & Wings,4.2,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages",18500,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/leons-burgers-wings-whitefield-bangalore/order
824,Paakashala,4.2,"North Indian, Chinese, Biryani, Desserts, Beverages",1681,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/paakashala-1-jayanagar-bangalore/order
825,McDonald's,3.9,"Burger, Fast Food, Beverages",14700,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/mcdonalds-3-jp-nagar/order
826,Cupcake Bliss Cakes & Desserts,3.8,"Bakery, Desserts",1896,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/cupcake-bliss-cakes-desserts-whitefield-bangalore/order
827,Corner House Ice Creams,4.4,"Ice Cream, Desserts, Shake",9511,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/corner-house-ice-creams-1-hsr-bangalore/order
828,Five Star Chicken,3.7,"Roast Chicken, Burger, Fast Food, Wraps",1184,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/five-star-chicken-1-whitefield/order
829,Five Star Chicken,3.7,"Roast Chicken, Burger, Fast Food, Wraps",99,"Ulsoor, Bangalore",77.6246697,12.9778793,https://www.zomato.com/bangalore/five-star-chicken-ulsoor-bangalore/order
830,NH1 Bowls - Highway To North,4.3,"North Indian, Biryani, Desserts",153,"Langford Town, Bangalore",77.6037312,12.957998,https://www.zomato.com/bangalore/nh1-bowls-highway-to-north-langford-town-bangalore/order
831,LunchBox - Meals and Thalis,4,North Indian,1245,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/lunchbox-meals-and-thalis-electronic-city-bangalore/order
832,Imperio Restaurant,3.6,"Mughlai, Arabian, South Indian, Chinese, Biryani, North Indian",3026,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/imperio-restaurant-1-banashankari-bangalore/order
833,Faasos - Wraps & Rolls,3.7,"Rolls, Wraps, Fast Food",4927,"ITPL Main Road, Whitefield, Bangalore",77.7272748,12.9805104,https://www.zomato.com/bangalore/faasos-wraps-rolls-itpl-main-road-whitefield-bangalore/order
834,Karnataka Biryani Paradise,3.8,"Biryani, Mughlai, Kebab, Afghan, Chinese",7038,"Nagarbhavi, Bangalore",77.51126721,12.95961755,https://www.zomato.com/bangalore/karnataka-biryani-paradise-nagarbhavi/order
835,Great Indian Khichdi by EatFit,4.1,"Healthy Food, South Indian",406,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/great-indian-khichdi-by-eatfit-1-btm-bangalore/order
836,Big Bite,4.2,"Fast Food, Chinese, Street Food, Burger, Pizza, Beverages, Ice Cream",16800,"Vijay Nagar, Bangalore",77.61250656,12.96591365,https://www.zomato.com/bangalore/big-bite-vijay-nagar/order
837,Sharief Bhai,4.1,"Biryani, Mughlai, Kebab, Afghan, Street Food, Beverages, Desserts",7237,"Frazer Town, Bangalore",77.6130165,12.996845,https://www.zomato.com/bangalore/sharief-bhai-frazer-town-bangalore/order
838,BOX8 - Desi Meals,4.1,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages",27900,"Old Airport Road, Bangalore",77.6663946,12.9583828,https://www.zomato.com/bangalore/box8-desi-meals-airport-road-bangalore/order
839,Sri Udupi Park,3.8,"North Indian, South Indian, Chinese, Street Food, Ice Cream, Beverages, Shake",2951,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/sri-udupi-park-2-whitefield-bangalore/order
840,Faasos - Wraps & Rolls,3.8,"Rolls, Wraps, Fast Food",1504,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/faasos-wraps-rolls-sarjapur-road-bangalore/order
841,Kataria's,3.5,"North Indian, Biryani, Beverages",4684,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/katarias-btm-bangalore/order
842,Empire Restaurant,3.9,"North Indian, Biryani, Kebab, Chinese, South Indian, Mughlai, Beverages",75000,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/empire-restaurant-indiranagar/order
843,Big Bowl Company,3.5,"North Indian, Chinese, Biryani, Fast Food, Momos, Sichuan",659,"Kumaraswamy Layout, Bangalore",77.5553179,12.9081487,https://www.zomato.com/bangalore/big-bowl-company-kumaraswamy-layout-bangalore/order
844,Meghana Foods,4.2,"Biryani, Andhra, North Indian, Seafood",78200,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/meghana-foods-koramangala-5th-block/order
845,Brahmins' Thatte Idli,4.2,South Indian,5362,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/brahmins-thatte-idli-basaveshwara-nagar-bangalore/order
846,Imperial Restaurant,3.9,"Mughlai, North Indian, Biryani, Chinese, Seafood, Ice Cream, Desserts, Beverages",7067,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/imperial-restaurant-indiranagar/order
847,Sri Lakshmi Biryani,3.5,"Biryani, South Indian, Andhra",1879,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/sri-lakshmi-biryani-marathahalli-bangalore/order
848,McDonald's,4.1,"Burger, Fast Food, Beverages",5268,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/mcdonalds-jayanagar/order
849,Domino's Pizza,4.1,"Pizza, Fast Food, Desserts, Beverages",11600,"Old Airport Road, Bangalore",77.6663946,12.9583828,https://www.zomato.com/bangalore/dominos-pizza-airport-road/order
850,Faasos - Wraps & Rolls,3.9,"Rolls, Wraps, Fast Food",4465,"Sahakara Nagar, Bangalore",77.58006135,13.0621474,https://www.zomato.com/bangalore/faasos-wraps-rolls-sahakara-nagar-bangalore/order
851,Biryani Trip - Destination Hyderabad,4.3,"Biryani, Mughlai, Hyderabadi",294,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/biryani-trip-destination-hyderabad-1-marathahalli-bangalore/order
852,A2B - Adyar Ananda Bhavan,3.8,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",1582,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-banashankari-bangalore/order
853,Mani's Dum Biryani,4.2,"Biryani, Kebab",6017,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/manis-dum-biryani-hsr-bangalore/order
854,Asha Sweet Center,4.1,Mithai,439,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/asha-sweet-center-sarjapur-road-bangalore/order
855,Anand Sweets And Savouries,4.3,"Mithai, Street Food, North Indian, Beverages",113,"Kumaraswamy Layout, Bangalore",77.5553179,12.9081487,https://www.zomato.com/bangalore/anand-sweets-and-savouries-kumaraswamy-layout-bangalore/order
856,Sardarji Londonwaley,3.7,"North Indian, Chinese, Mughlai",34900,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/sardarji-londonwaley-koramangala-7th-block-bangalore/order
857,RNR Biryani - Taste Of 1953,4,"Biryani, South Indian, Andhra",525,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/rnr-biryani-taste-of-1953-kammanahalli-bangalore/order
858,Royal Restaurant,3.9,"North Indian, Chinese, Sichuan",23300,"Shivajinagar, Bangalore",77.6075416,12.986391,https://www.zomato.com/bangalore/royal-restaurant-shivajinagar/order
859,Hyderabadi Spice,4.1,"Biryani, North Indian",39500,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/hyderabadi-spice-3-electronic-city/order
860,Goli Vada Pav No. 1,4.3,"Street Food, Burger, Fast Food, Ice Cream",1369,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/goli-vada-pav-no-1-1-yeshwantpur-bangalore/order
861,Sharief Bhai,4,"Biryani, Mughlai, Kebab, Afghan, Street Food, Beverages, Desserts",3925,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/sharief-bhai-1-electronic-city-bangalore/order
862,Sri Udupi Park,4,"South Indian, North Indian, Chinese, Street Food, Beverages, Ice Cream, Shake",17300,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/sri-udupi-park-indiranagar/order
863,Meat And Eat,4,"Burger, Sandwich, Fast Food, Wraps, Biryani, Beverages, Desserts",2319,"Domlur, Bangalore",77.6381958,12.9624669,https://www.zomato.com/bangalore/meat-and-eat-domlur/order
864,Five Star Chicken,4.2,"Fast Food, Burger, Rolls",200,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/five-star-chicken-11-bannerghatta-road-bangalore/order
865,Chicking,3.8,"Fast Food, Burger, Pizza",2907,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/chicking-jp-nagar-bangalore/order
866,McDonald's,4.1,"Burger, Fast Food, Beverages",16000,"Hosur Road, Bangalore",77.6052566,12.9527111,https://www.zomato.com/bangalore/mcdonalds-hosur-road-bangalore/order
867,Chinese Wok,3.7,"Chinese, Momos, Sichuan",1784,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/chinese-wok-1-whitefield-bangalore/order
868,Domino's Pizza,4,"Pizza, Fast Food, Desserts, Beverages",8768,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/dominos-pizza-indiranagar/order
869,T’s 21 Spice Biryani,4,"Biryani, Andhra",2812,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/ts-21-spice-biryani-hsr-bangalore/order
870,KFC,3.8,"Burger, Fast Food, Biryani, Desserts, Beverages",17000,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/kfc-brookefield/order
871,Corner House Ice Creams,4.5,"Ice Cream, Desserts, Shake",43,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/corner-house-ice-creams-1-marathahalli-bangalore/order
872,CakeZone,3.5,"Bakery, Ice Cream",149,"Kadubeesanahalli, Bangalore",77.6972484,12.942199,https://www.zomato.com/bangalore/cakezone-kadubeesanahalli-bangalore/order
873,Polar Bear,4.5,"Ice Cream, Beverages, Shake",2132,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/polar-bear-1-jayanagar/order
874,A2B - Adyar Ananda Bhavan,4.2,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",2527,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-malleshwaram-bangalore/order
875,Thalassery Restaurant,4,"Kerala, North Indian, Chinese, Lebanese, Biryani, Ice Cream, Beverages",8550,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/thalassery-restaurant-kammanahalli/order
876,McDonald's,4.1,"Burger, Fast Food, Beverages",13000,"Royal Meenakshi Mall, Bannerghatta Road, Bangalore",77.59554297,12.8756837,https://www.zomato.com/bangalore/mcdonalds-1-bannerghatta-road/order
877,Pizza Hut,3.8,"Pizza, Fast Food, Desserts, Beverages",3468,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/pizza-hut-basavanagudi/order
878,Moriz Restaurant,3.6,"Arabian, Lebanese, Biryani, North Indian, Mughlai, Fast Food, Beverages",15600,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/moriz-restaurant-brookefield/order
879,Tomba Kitchens,4.3,"Naga, Chinese, Beverages",1418,"Ejipura, Bangalore",77.6269144,12.945245,https://www.zomato.com/bangalore/tomba-kitchens-ejipura-bangalore/order
880,Burger King,4.1,"Burger, Fast Food, Beverages, Desserts",20100,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/burger-king-jayanagar/order
881,Biriyani Zone,4,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Ice Cream, Beverages",11000,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/biriyani-zone-hsr/order
882,Biryani Trip - Destination Hyderabad,3.9,"Biryani, South Indian, Mughlai, Andhra, Desserts, Hyderabadi",2388,"ITPL Main Road, Whitefield, Bangalore",77.7272748,12.9805104,https://www.zomato.com/bangalore/biryani-trip-destination-hyderabad-1-itpl-main-road-whitefield-bangalore/order
883,Davanagere Benne Dose,4,"South Indian, Kerala",13000,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/davanagere-benne-dose-jayanagar-bangalore/order
884,Shanthi Sagar,4.1,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Shake, Beverages",11300,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/shanthi-sagar-basaveshwara-nagar/order
885,Burger King,3.8,"Burger, Fast Food, Beverages, Desserts",15900,"Vega City, Bannerghatta Road, Bangalore",77.60114314,12.90748805,https://www.zomato.com/bangalore/burger-king-1-bannerghatta-road/order
886,Hyderabadi Spice,4.2,"Hyderabadi, Andhra, Chinese, Biryani",28100,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/hyderabadi-spice-2-electronic-city/order
887,Domino's Pizza,4.3,"Pizza, Fast Food, Desserts, Beverages",22000,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/dominos-pizza-1-btm/order
888,Andhra Gunpowder,4,"Andhra, Biryani, South Indian, Desserts, Beverages, Hyderabadi",1939,"Frazer Town, Bangalore",77.6130165,12.996845,https://www.zomato.com/bangalore/andhra-gunpowder-frazer-town-bangalore/order
889,Glen's Bakehouse,4.3,"Bakery, Cafe, Italian, Continental, Fast Food, Beverages, Desserts",8183,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/glens-bakehouse-indiranagar/order
890,FreshMenu,3.7,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",21700,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/freshmenu-rajajinagar/order
891,Pai Vihar,3.9,"South Indian, Street Food, Chinese, North Indian, Biryani, Fast Food, Desserts, Beverages",728,"Vasanth Nagar, Bangalore",77.58516878,12.98872125,https://www.zomato.com/bangalore/pai-vihar-vasanth-nagar/order
892,Green Onion,4.2,"Chinese, Seafood, Sichuan",1760,"Residency Road, Bangalore",77.6206061,13.0529476,https://www.zomato.com/bangalore/green-onion-residency-road/order
893,Pizza Hut,4,"Pizza, Fast Food, Desserts, Beverages",1010,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/pizza-hut-1-jp-nagar-bangalore/order
894,EasyBites by Empire,3.7,"Burger, Fast Food, Beverages",1267,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/easybites-by-empire-1-hsr-bangalore/order
895,Hari Super Sandwich,3.9,"Fast Food, Sandwich, Street Food",2858,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/hari-super-sandwich-jayanagar/order
896,Ambur Star Briyani Since 1890,4.1,"Biryani, Chettinad, Chinese, North Indian, South Indian",7186,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/ambur-star-briyani-since-1890-btm-bangalore/order
897,Meghana Foods,4.3,"Biryani, Andhra, North Indian, Seafood",64200,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/meghana-foods-jayanagar/order
898,Anand Sweets And Savouries,4.3,"Mithai, Street Food, Beverages, Desserts",7652,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/anand-sweets-and-savouries-koramangala-5th-block-bangalore/order
899,The Salad Studio,4.2,"Salad, Healthy Food",1272,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/the-salad-studio-indiranagar-bangalore/order
900,Udupi Upachar,3.9,"South Indian, North Indian, Street Food, Chinese, Beverages, Shake, Ice Cream",15700,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/udupi-upachar-brookefield-bangalore/order
901,IDC Kitchen,4,"South Indian, Beverages",8074,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/idc-kitchen-koramangala-5th-block-bangalore/order
902,Ice Thunder,3.5,"South Indian, North Indian, Chinese, Desserts, Ice Cream, Street Food, Shake",2013,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/ice-thunder-basavanagudi/order
903,Behrouz Biryani,4,"Biryani, Kebab, Hyderabadi, Lucknowi",862,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/behrouz-biryani-3-marathahalli-bangalore/order
904,FreshMenu,3.9,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",202,"Sahakara Nagar, Bangalore",77.58006135,13.0621474,https://www.zomato.com/bangalore/freshmenu-sahakara-nagar-bangalore/order
905,FreshMenu,3.7,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",28900,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/freshmenu-banashankari/order
906,Dindigul Thalappakatti,3.9,"Biryani, North Indian, South Indian, Chinese, Seafood, Beverages",7081,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/dindigul-thalappakatti-hsr-bangalore/order
907,Anjappar,4,"South Indian, Chettinad, Biryani, Seafood, Chinese, North Indian, Desserts, Beverages",1296,"Brigade Road, Bangalore",77.6074716,12.9736132,https://www.zomato.com/bangalore/anjappar-brigade-road-bangalore/order
908,Behrouz Biryani,4.1,"Biryani, Kebab, Hyderabadi, Lucknowi",6712,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/behrouz-biryani-btm-bangalore/order
909,Namaste,4.1,"South Indian, Beverages, Chinese",39900,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/namaste-btm-bangalore/order
910,Natural Ice Cream,4.5,"Ice Cream, Beverages",1084,"St. Marks Road, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/natural-ice-cream-st-marks-road/order
911,MOJO Pizza - 2X Toppings,4.4,"Pizza, Fast Food, Desserts, Beverages",9095,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-indiranagar-bangalore/order
912,Goli Vada Pav No. 1,4.1,"Street Food, Burger, Fast Food, Ice Cream",1067,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/goli-vada-pav-no-1-jayanagar-bangalore/order
