Restaurant_id,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link
369,Kapoor's Cafe,4,"North Indian, Beverages, Desserts",4085,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/kapoors-cafe-kalyan-nagar/order
370,WOW! Momo,4,"Momos, Fast Food, Tibetan",1185,"Mantri Square, Malleshwaram, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/wow-momo-1-malleshwaram-bangalore/order
371,A2B - Adyar Ananda Bhavan,4,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",10400,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-bannerghatta-road/order
372,FreshMenu,3.8,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",21900,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/FreshMenuSarjapur/order
373,Ovenstory Pizza,3.8,"Pizza, Fast Food",4277,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/ovenstory-pizza-hsr-bangalore/order
374,California Burrito,4.3,"Mexican, Fast Food, Beverages",1154,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/california-burrito-basavanagudi-bangalore/order
375,Burger King,4.2,"Burger, Fast Food, Beverages, Desserts",20700,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/burger-king-basavanagudi-bangalore/order
376,Leon's Burgers & Wings,4.2,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages",23700,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/leons-burgers-wings-indiranagar-bangalore/order
377,Amma's Pastries,4.3,Bakery,629,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/ammas-pastries-jp-nagar-bangalore/order
378,The Rasaganga,3.5,"South Indian, North Indian, Street Food, Chinese, Beverages, Desserts",9272,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/the-rasaganga-bellandur-bangalore/order
379,FreshMenu,3.6,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",24500,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/freshmenu-hsr/order
380,Five Star Chicken,3.9,"Roast Chicken, Burger, Fast Food, Wraps",39,"Koramangala 1st Block, Bangalore",77.6308832,12.9275886,https://www.zomato.com/bangalore/five-star-chicken-6-koramangala-1st-block-bangalore/order
381,Meghana Foods,4.4,"Biryani, Andhra, North Indian, Seafood",17200,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/meghana-foods-rajajinagar-bangalore/order
382,Behrouz Biryani,4.1,"Biryani, Kebab, Hyderabadi, Lucknowi",3079,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/behrouz-biryani-jp-nagar-bangalore/order
383,99 Variety Dosa & Pav Bhaji,3.8,"South Indian, Maharashtrian",28900,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/99-variety-dosa-pav-bhaji-hsr-bangalore/order
384,La Pino'z Pizza,3.8,"Pizza, Fast Food",93,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/la-pinoz-pizza-jp-nagar-bangalore/order
385,BOX8 - Desi Meals,4.3,"North Indian, Wraps, Fast Food, Biryani, Desserts",757,"Seshadripuram, Bangalore",77.5753419,12.9931876,https://www.zomato.com/bangalore/box8-desi-meals-seshadripuram-bangalore/order
386,Goila Butter Chicken,4,"North Indian, Mughlai, Biryani, Rolls",302,"Bommasandra, Bangalore",77.6916113,12.8162443,https://www.zomato.com/bangalore/goila-butter-chicken-bommasandra-bangalore/order
387,Five Star New Ambur Biryani,3.5,"Biryani, Fast Food, South Indian",15000,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/five-star-new-ambur-biryani-btm-bangalore/order
388,Pizza Hut,3.2,"Pizza, Fast Food, Desserts, Beverages",846,"Bangalore Central, Bellandur, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/pizza-hut-1-bellandur/order
389,Call Me Chow,4.2,"Chinese, Japanese, Thai, Indonesian, Asian",2535,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/call-me-chow-kalyan-nagar-bangalore/order
390,Suchithra Biryani House,4.1,"Biryani, North Indian, Chinese, Seafood, Mughlai",3131,"Old Airport Road, Bangalore",77.6663946,12.9583828,https://www.zomato.com/bangalore/suchithra-biryani-house-airport-road/order
391,Andhra Gunpowder,4.1,"Andhra, Biryani, South Indian, Desserts, Beverages, Hyderabadi",8968,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/andhra-gunpowder-hsr-bangalore/order
392,McDonald's,4,"Burger, Fast Food, Beverages",14300,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/mcdonalds-6-btm/order
393,Mani's Dum Biryani,4,"Biryani, Kebab",18900,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/manis-dum-biryani-marathahalli/order
394,LunchBox - Meals and Thalis,4,North Indian,225,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/lunchbox-meals-and-thalis-3-marathahalli-bangalore/order
395,Bunt's Biriyani Palace,4,"Biryani, Mughlai, Chinese, Seafood, Sichuan",1699,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/bunts-biriyani-palace-banashankari/order
396,Kerala Tiffin,3.5,"Kerala, Seafood, Biryani",10000,"ITPL Main Road, Whitefield, Bangalore",77.7272748,12.9805104,https://www.zomato.com/bangalore/kerala-tiffin-itpl-main-road-whitefield-bangalore/order
397,Kannur Food Kitchen,3.7,"South Indian, Biryani, Chinese, Arabian, Beverages, Shake",16700,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/kannur-food-kitchen-btm-bangalore/order
398,Leon's Burgers & Wings,4.2,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages",6171,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/leons-burgers-wings-bommanahalli-bangalore/order
399,Hari Super Sandwich,3.8,"Fast Food, Sandwich, Street Food",2764,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/hari-super-sandwich-2-jayanagar/order
400,Pizza Hut,3.9,"Pizza, Fast Food, Desserts, Beverages",4188,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/pizza-hut-1-bannerghatta-road/order
401,California Burrito,4.2,"Mexican, Fast Food, Beverages",7788,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/california-burrito-jp-nagar-bangalore/order
402,Andhra Gunpowder,4.1,"Andhra, Biryani, South Indian, Desserts, Beverages, Hyderabadi",10800,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/andhra-gunpowder-marathahalli-bangalore/order
403,Call Me Chow,4.2,"Chinese, Japanese, Thai, Indonesian, Asian",10300,"Koramangala 8th Block, Bangalore",77.617338,12.9408685,https://www.zomato.com/bangalore/call-me-chow-koramangala-8th-block-bangalore/order
404,Beijing Bites,3.9,"Chinese, Thai, Seafood, Healthy Food, Sichuan",4889,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/beijing-bites-1-hsr/order
405,McDonald's,4.1,"Burger, Fast Food, Beverages",8091,"Kemp Fort Mall, Old Airport Road, Bangalore",77.65668689,12.95864555,https://www.zomato.com/bangalore/mcdonalds-airport-road/order
406,Meghana Foods,4.2,"Biryani, Andhra, North Indian, Chinese",21100,"Hosur Road, Bangalore",77.6052566,12.9527111,https://www.zomato.com/bangalore/meghana-foods-hosur-road-bangalore/order
407,Sri Lakshmi Vaibhav,4.1,"South Indian, Chinese, North Indian",3275,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/sri-lakshmi-vaibhav-marathahalli/order
408,Big Bowl Company,3.9,"North Indian, Chinese, Biryani, Fast Food, Momos, Sichuan",723,"Sanjay Nagar, Bangalore",77.6958748,12.9578658,https://www.zomato.com/bangalore/big-bowl-company-sanjay-nagar-bangalore/order
409,Lassi Shop,3.8,"Beverages, Fast Food, Burger, Shake, Juices, Ice Cream, Desserts",7299,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/lassi-shop-bellandur/order
410,EasyBites by Empire,3.7,"Burger, Fast Food, Beverages",1776,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/easybites-by-empire-koramangala-5th-block-bangalore/order
411,Subway,4,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps",7213,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/subway-hsr/order
412,Five Star Chicken,3.6,"Roast Chicken, Burger, Fast Food, Wraps",208,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/five-star-chicken-8-electronic-city-bangalore/order
413,FreshMenu,3.8,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",29900,"Koramangala 1st Block, Bangalore",77.6308832,12.9275886,https://www.zomato.com/freshmenu-2/order
414,Pizza Hut,3.4,"Pizza, Fast Food, Desserts, Beverages",1491,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/pizza-hut-jayanagar-bangalore/order
415,CakeZone,4,"Bakery, Ice Cream",34,"Sahakara Nagar, Bangalore",77.58006135,13.0621474,https://www.zomato.com/bangalore/cakezone-sahakara-nagar-bangalore/order
416,Biryani Trip - Destination Hyderabad,4.2,"Biryani, Fast Food",97,"Hebbal, Bangalore",77.5919,13.0382184,https://www.zomato.com/bangalore/biryani-trip-destination-hyderabad-hebbal-bangalore/order
417,Polar Bear,4.5,"Ice Cream, Beverages, Shake",4228,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/polar-bear-1-banashankari/order
418,Thalassery Restaurant,3.8,"Kerala, South Indian, Seafood, North Indian, Chinese, Arabian, Beverages, Shake",21600,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/thalassery-restaurant-1-electronic-city/order
419,Burger King,4.1,"Burger, Fast Food, Beverages, Desserts",23700,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/burger-king-indiranagar/order
420,Kabab Magic,4.2,"North Indian, Kebab, Hyderabadi, Mughlai, Chinese, Rolls",44200,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/kabab-magic-basavanagudi/order
421,BOX8 - Desi Meals,4.2,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages",20600,"Koramangala 6th Block, Bangalore",77.6238477,12.9390255,https://www.zomato.com/bangalore/box8-desi-meals-koramangala-6th-block-bangalore/order
422,Leon's Burgers & Wings,4.2,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages",7168,"Uttarahalli, Bangalore",77.5455438,12.9055682,https://www.zomato.com/bangalore/leons-burgers-wings-uttarahalli-bangalore/order
423,Biriyani Zone,3.9,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Ice Cream, Beverages",3590,"CV Raman Nagar, Bangalore",77.6638971,12.9856596,https://www.zomato.com/bangalore/biriyani-zone-cv-raman-nagar-bangalore/order
424,Rolls Plaza,3.6,"Biryani, Chinese, Rolls, Sichuan",13400,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/rolls-plaza-marathahalli/order
425,New Shanthi Sagar,3.8,"South Indian, North Indian, Chinese, Street Food, Beverages",2184,"Vijay Nagar, Bangalore",77.61250656,12.96591365,https://www.zomato.com/bangalore/new-shanthi-sagar-vijay-nagar/order
426,BOX8 - Desi Meals,4,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages",9391,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/box8-desi-meals-1-marathahalli-bangalore/order
427,Nandhini Deluxe,4.1,"Andhra, Biryani, South Indian, North Indian, Chinese, Mughlai, Desserts, Beverages",4258,"Majestic, Bangalore",77.5728757,12.9757079,https://www.zomato.com/bangalore/nandhini-deluxe-majestic-bangalore/order
428,Nadan Pothichoru,3.2,"Kerala, South Indian, Beverages",1199,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/nadan-pothichoru-sarjapur-road-bangalore/order
429,Szechuan Dragon,4,"Chinese, Asian, Thai, Momos",37300,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/szechuan-dragon-hsr-bangalore/order
430,King Punjabi Restaurant,3.9,"North Indian, Chinese, Sichuan",12400,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/king-punjabi-restaurant-btm/order
431,Punjabi Nawabi,3.5,"North Indian, Biryani, Mughlai, Chinese, Kebab",30000,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/punjabi-nawabi-bannerghatta-road/order
432,Barbeque Nation,3.7,"Street Food, Mughlai, Biryani, North Indian, Desserts, Beverages, Bar Food",1363,"Ascendas Park Square, Whitefield, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/barbeque-nation-itpl-main-road-whitefield-bangalore/order
433,LunchBox - Meals and Thalis,3.8,North Indian,327,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/lunchbox-meals-and-thalis-brookefield-bangalore/order
434,Living Bowls,4,"Salad, Healthy Food",1693,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/living-bowls-bommanahalli-bangalore/order
435,Ambur Darbar Biriyani Point,3.9,"Biryani, Kebab",8059,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/ambur-darbar-biriyani-point-yeshwantpur/order
436,Great Indian Khichdi by EatFit,4.2,"Healthy Food, North Indian, Ice Cream, Desserts, Beverages",209,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/great-indian-khichdi-by-eatfit-1-rajajinagar-bangalore/order
437,Goli Vada Pav No. 1,4,"Street Food, Burger, Fast Food, Ice Cream",201,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/goli-vada-pav-no-1-2-indiranagar-bangalore/order
438,Polar Bear,4.5,"Ice Cream, Beverages, Shake",2049,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/polar-bear-3-electronic-city-bangalore/order
439,Polar Bear,4.3,"Ice Cream, Beverages, Shake",4717,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/polar-bear-1-basavanagudi/order
440,Rajhans,3.7,"North Indian, Chinese, Fast Food, Sichuan, Beverages",839,"St. Marks Road, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/rajhans-st-marks-road-bangalore/order
441,Empire Restaurant,3.9,"North Indian, Biryani, Kebab, Chinese, South Indian, Mughlai, Beverages",45700,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/empire-restaurant-hsr/order
442,Pizza Hut,3.7,"Pizza, Fast Food, Desserts, Beverages",4872,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/pizza-hut-kalyan-nagar-bangalore/order
443,Shanthi Sagar,3.7,"South Indian, North Indian, Chinese, Desserts, Beverages, Shake",23100,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/shanthi-sagar-jp-nagar/order
444,California Burrito,4.3,"Mexican, Fast Food, Beverages",8342,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/california-burrito-1-koramangala-5th-block-bangalore/order
445,Mad Momos,4,Momos,857,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/mad-momos-bommanahalli-bangalore/order
446,La Pino’z Pizza,3.9,"Pizza, Fast Food",24,"Kadubeesanahalli, Bangalore",77.6972484,12.942199,https://www.zomato.com/bangalore/la-pinoz-pizza-1-kadubeesanahalli-bangalore/order
447,Madurai Idly Shop,3.7,South Indian,2328,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/madurai-idly-shop-sarjapur-road-bangalore/order
448,Onesta,3.8,"Pizza, Pasta, Fast Food, Sandwich, Beverages, Desserts",435,"Vijay Nagar, Bangalore",77.61250656,12.96591365,https://www.zomato.com/bangalore/onesta-vijay-nagar-bangalore/order
449,Leon's Burgers & Wings,4.2,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages",42300,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/leons-burgers-wings-koramangala-5th-block-bangalore/order
450,WOW! Momo,4.1,"Momos, Fast Food, Tibetan",4953,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/wow-momo-hsr-bangalore/order
451,Mani's Dum Biryani,4.2,"Biryani, Kebab",21200,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/manisbelandur/order
452,Biryani Pot,4,"Biryani, North Indian, Chinese, Hyderabadi, Andhra, Wraps, Sichuan",57100,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/biryani-pot-btm/order
453,Kanti Sweets,4.6,"Mithai, Street Food",692,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/kanti-sweets-basavanagudi-bangalore/order
454,Chowman,3.9,"Chinese, Asian, Thai, Oriental, Seafood, Sichuan, Beverages, Desserts",2331,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/chowman-kalyan-nagar-bangalore/order
455,Dilli Da Dhaba,3.8,"North Indian, Chinese, Mughlai, Sichuan",7178,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/dilli-da-dhaba-bellandur-bangalore/order
456,Chicking,3.9,"Fast Food, Burger, Pizza",8894,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/chicking-hsr-bangalore/order
457,RNR Biryani - Taste Of 1953,4.1,"Biryani, South Indian, Andhra",691,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/rnr-biryani-taste-of-1953-indiranagar-bangalore/order
458,Kwality Wall’s Frozen Dessert And Ice Cream Shop,4.3,"Ice Cream, Desserts",118,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-3-jp-nagar-bangalore/order
459,Kolkata Kathi Rolls,3.9,"Rolls, Biryani, Chinese, North Indian, Sichuan",11700,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/kolkata-kathi-rolls-jp-nagar/order
460,Madurai Idly Shop,3.5,South Indian,1013,"Shivajinagar, Bangalore",77.6075416,12.986391,https://www.zomato.com/bangalore/madurai-idly-shop-shivajinagar-bangalore/order
461,FreshMenu,3.6,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",27100,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/freshmenu-electronic-city/order
462,Barbeque Nation,3.8,"Street Food, Mughlai, Biryani, North Indian, Desserts, Beverages, Bar Food",2329,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/barbeque-nation-indiranagar/order
